job_id,title,company,location,salary_min,salary_max,salary_raw,experience_years,skills_raw,education,posted_date,source,salary_avg,has_sql,has_power_bi,has_excel,has_python,has_tableau,has_fabric,has_etl,has_dashboard,has_statistics,exp_bucket,salary_bucket
BDJ-1113,Data Analyst - Power BI,Foodpanda,Sylhet,,,Negotiable,3,"Power BI, Microsoft Fabric, SQL, Dashboard",BBA/MBA,2026-08-04,careerjet,,1,1,0,0,0,1,0,1,0,Mid (2-3),Negotiable
BDJ-1114,Junior Data Analyst,Banglalink,Dhaka,20000.0,30000.0,Tk. 20000-30000,3,"Excel, SQL, Dashboard, ETL",MSc,2026-08-02,careerjet,25000.0,1,0,1,0,0,0,1,1,0,Mid (2-3),25-35k
BDJ-1115,Growth Data Analyst,ACI,Dhaka,35000.0,45000.0,Tk. 35000-45000,4,"SQL, Excel, Power BI, Looker",MSc,2026-08-17,linkedin,40000.0,1,1,1,0,0,0,0,0,0,Senior (4+),35-50k
BDJ-1116,Junior Data Analyst,Well Group,Dhaka,35000.0,50000.0,Tk. 35000-50000,2,"Power BI, Microsoft Fabric, SQL, Dashboard",BBA/MBA,2026-08-21,bdjobs,42500.0,1,1,0,0,0,1,0,1,0,Mid (2-3),35-50k
BDJ-1117,Growth Data Analyst,BRAC Bank,Dhaka,40000.0,60000.0,Tk. 40000-60000,4,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-08-31,linkedin,50000.0,1,1,0,0,0,1,0,1,0,Senior (4+),50-70k
BDJ-1118,Data Analyst,Well Group,Dhaka,40000.0,60000.0,Tk. 40000-60000,2,"Python, SQL, Statistics, Power BI",BSc in CSE/Stats,2026-08-05,linkedin,50000.0,1,1,0,1,0,0,0,0,1,Mid (2-3),50-70k
BDJ-1119,Data Analyst - Power BI,Grameenphone,Dhaka,,,Negotiable,2,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-08-04,bdjobs,,1,1,0,0,0,1,0,1,0,Mid (2-3),Negotiable
BDJ-1120,Data Analyst,Well Group,Dhaka,,,Negotiable,2,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-08-02,careerjet,,1,1,0,1,0,0,0,0,1,Mid (2-3),Negotiable
BDJ-1121,Sales Data Analyst,BRAC Bank,Dhaka,,,Negotiable,0,"SQL, Power BI, Excel",MSc,2026-08-31,careerjet,,1,1,1,0,0,0,0,0,0,Fresher (0-1),Negotiable
BDJ-1122,Data Analyst,Rokomari,Chittagong,40000.0,60000.0,Tk. 40000-60000,4,"SQL, Python, Tableau, Excel",BBA/MBA,2026-09-13,careerjet,50000.0,1,0,1,1,1,0,0,0,0,Senior (4+),50-70k
BDJ-1123,BI Analyst,BRAC Bank,Dhaka,,,Negotiable,3,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-08-08,linkedin,,1,0,1,0,0,0,1,1,0,Mid (2-3),Negotiable
BDJ-1124,Growth Data Analyst,Foodpanda,Dhaka,25000.0,40000.0,Tk. 25000-40000,1,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-22,bdjobs,32500.0,1,1,1,0,0,0,0,0,0,Fresher (0-1),25-35k
BDJ-1125,BI Analyst,BRAC Bank,Dhaka,35000.0,55000.0,Tk. 35000-55000,4,"SQL, Power BI, Excel",BBA/MBA,2026-08-24,linkedin,45000.0,1,1,1,0,0,0,0,0,0,Senior (4+),35-50k
BDJ-1126,Data Analyst,BRAC Bank,Dhaka,25000.0,35000.0,Tk. 25000-35000,2,"SQL, Power BI, Excel",MSc,2026-08-18,linkedin,30000.0,1,1,1,0,0,0,0,0,0,Mid (2-3),25-35k
BDJ-1127,BI Analyst,Pathao,Dhaka,50000.0,65000.0,Tk. 50000-65000,5,"SQL, Python, Tableau, Excel",MSc,2026-08-03,bdjobs,57500.0,1,0,1,1,1,0,0,0,0,Senior (4+),50-70k
BDJ-1128,Data Analyst - Power BI,bKash,Dhaka,40000.0,55000.0,Tk. 40000-55000,1,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-09-07,bdjobs,47500.0,1,1,1,0,0,0,0,0,0,Fresher (0-1),35-50k
BDJ-1129,MIS Executive,Pathao,Chittagong,35000.0,45000.0,Tk. 35000-45000,1,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-06,careerjet,40000.0,1,1,1,0,0,0,0,0,0,Fresher (0-1),35-50k
BDJ-1130,Sales Data Analyst,Grameenphone,Remote,,,Negotiable,0,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-08-20,linkedin,,1,1,0,1,0,0,0,0,1,Fresher (0-1),Negotiable
BDJ-1131,Business Intelligence Analyst,Foodpanda,Dhaka,18000.0,28000.0,Tk. 18000-28000,3,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-26,linkedin,23000.0,1,1,1,0,0,0,0,0,0,Mid (2-3),15-25k
BDJ-1132,Sales Data Analyst,Foodpanda,Dhaka,25000.0,35000.0,Tk. 25000-35000,4,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-09-10,bdjobs,30000.0,1,1,0,0,0,1,0,1,0,Senior (4+),25-35k
BDJ-1133,Data Analyst - Power BI,ACI,Dhaka,35000.0,50000.0,Tk. 35000-50000,3,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-09-14,bdjobs,42500.0,1,1,1,0,0,0,0,0,0,Mid (2-3),35-50k
BDJ-1134,Business Intelligence Analyst,Banglalink,Dhaka,35000.0,50000.0,Tk. 35000-50000,2,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-15,linkedin,42500.0,1,1,1,0,0,0,0,0,0,Mid (2-3),35-50k
BDJ-1135,Business Intelligence Analyst,Banglalink,Dhaka,25000.0,40000.0,Tk. 25000-40000,4,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-08-31,careerjet,32500.0,1,0,1,0,0,0,1,1,0,Senior (4+),25-35k
BDJ-1136,Data Analyst,Well Group,Dhaka,25000.0,40000.0,Tk. 25000-40000,1,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-10,bdjobs,32500.0,1,0,1,1,1,0,0,0,0,Fresher (0-1),25-35k
BDJ-1137,Data Analyst,BRAC Bank,Dhaka,,,Negotiable,1,"SQL, Python, Tableau, Excel",BSc in CSE/Stats,2026-08-29,linkedin,,1,0,1,1,1,0,0,0,0,Fresher (0-1),Negotiable
BDJ-1138,Business Intelligence Analyst,ACI,Dhaka,20000.0,40000.0,Tk. 20000-40000,4,"SQL, Power BI, Excel",BBA/MBA,2026-08-13,bdjobs,30000.0,1,1,1,0,0,0,0,0,0,Senior (4+),25-35k
BDJ-1139,MIS Executive,Chaldal,Chittagong,,,Negotiable,5,"Excel, SQL, Dashboard, ETL",MSc,2026-09-08,linkedin,,1,0,1,0,0,0,1,1,0,Senior (4+),Negotiable
BDJ-1140,Data Analyst,Banglalink,Dhaka,50000.0,70000.0,Tk. 50000-70000,1,"SQL, Excel, Power BI, Looker",MSc,2026-08-22,linkedin,60000.0,1,1,1,0,0,0,0,0,0,Fresher (0-1),50-70k
BDJ-1141,Junior Data Analyst,bKash,Remote,20000.0,35000.0,Tk. 20000-35000,3,"SQL, Excel, Power BI, Looker",MSc,2026-08-21,bdjobs,27500.0,1,1,1,0,0,0,0,0,0,Mid (2-3),25-35k
BDJ-1142,Growth Data Analyst,Rokomari,Dhaka,18000.0,38000.0,Tk. 18000-38000,3,"SQL, Python, Tableau, Excel",MSc,2026-08-27,careerjet,28000.0,1,0,1,1,1,0,0,0,0,Mid (2-3),25-35k
BDJ-1143,Junior Data Analyst,Rokomari,Dhaka,18000.0,28000.0,Tk. 18000-28000,0,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-08-11,linkedin,23000.0,1,1,0,1,0,0,0,0,1,Fresher (0-1),15-25k
BDJ-1144,MIS Executive,Daraz,Dhaka,20000.0,30000.0,Tk. 20000-30000,2,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-09-03,careerjet,25000.0,1,1,0,0,0,1,0,1,0,Mid (2-3),25-35k
BDJ-1145,Growth Data Analyst,BRAC Bank,Dhaka,18000.0,33000.0,Tk. 18000-33000,4,"SQL, Python, Tableau, Excel",BSc in CSE/Stats,2026-09-06,careerjet,25500.0,1,0,1,1,1,0,0,0,0,Senior (4+),25-35k
BDJ-1146,BI Analyst,Banglalink,Dhaka,,,Negotiable,0,"Python, SQL, Statistics, Power BI",BSc in CSE/Stats,2026-08-16,bdjobs,,1,1,0,1,0,0,0,0,1,Fresher (0-1),Negotiable
BDJ-1147,Business Intelligence Analyst,Grameenphone,Chittagong,20000.0,35000.0,Tk. 20000-35000,0,"Power BI, Microsoft Fabric, SQL, Dashboard",MSc,2026-08-24,bdjobs,27500.0,1,1,0,0,0,1,0,1,0,Fresher (0-1),25-35k
BDJ-1148,MIS Executive,Rokomari,Dhaka,18000.0,38000.0,Tk. 18000-38000,2,"Python, SQL, Statistics, Power BI",MSc,2026-08-25,linkedin,28000.0,1,1,0,1,0,0,0,0,1,Mid (2-3),25-35k
BDJ-1149,MIS Executive,Chaldal,Dhaka,18000.0,33000.0,Tk. 18000-33000,3,"Power BI, Microsoft Fabric, SQL, Dashboard",MSc,2026-09-13,careerjet,25500.0,1,1,0,0,0,1,0,1,0,Mid (2-3),25-35k
BDJ-1150,MIS Executive,Banglalink,Chittagong,20000.0,40000.0,Tk. 20000-40000,3,"SQL, Python, Tableau, Excel",MSc,2026-08-25,linkedin,30000.0,1,0,1,1,1,0,0,0,0,Mid (2-3),25-35k
BDJ-1151,Sales Data Analyst,Grameenphone,Dhaka,18000.0,38000.0,Tk. 18000-38000,2,"SQL, Power BI, Excel",MSc,2026-09-15,linkedin,28000.0,1,1,1,0,0,0,0,0,0,Mid (2-3),25-35k
BDJ-1152,Data Analyst,Well Group,Dhaka,35000.0,50000.0,Tk. 35000-50000,4,"SQL, Power BI, Excel",BBA/MBA,2026-09-03,linkedin,42500.0,1,1,1,0,0,0,0,0,0,Senior (4+),35-50k
BDJ-1153,Sales Data Analyst,Well Group,Dhaka,50000.0,70000.0,Tk. 50000-70000,4,"SQL, Excel, Power BI, Looker",MSc,2026-08-17,careerjet,60000.0,1,1,1,0,0,0,0,0,0,Senior (4+),50-70k
BDJ-1154,MIS Executive,Pathao,Dhaka,18000.0,33000.0,Tk. 18000-33000,3,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-08-30,linkedin,25500.0,1,1,0,0,0,1,0,1,0,Mid (2-3),25-35k
BDJ-1155,Junior Data Analyst,Grameenphone,Dhaka,,,Negotiable,3,"SQL, Excel, Power BI, Looker",BSc in CSE/Stats,2026-09-09,careerjet,,1,1,1,0,0,0,0,0,0,Mid (2-3),Negotiable
BDJ-1156,MIS Executive,Rokomari,Dhaka,,,Negotiable,4,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-09-12,careerjet,,1,1,1,0,0,0,0,0,0,Senior (4+),Negotiable
BDJ-1157,Sales Data Analyst,bKash,Dhaka,20000.0,35000.0,Tk. 20000-35000,3,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-15,linkedin,27500.0,1,1,1,0,0,0,0,0,0,Mid (2-3),25-35k
BDJ-1158,Data Analyst - Power BI,ACI,Dhaka,40000.0,60000.0,Tk. 40000-60000,2,"SQL, Excel, Power BI, Looker",BSc in CSE/Stats,2026-08-06,bdjobs,50000.0,1,1,1,0,0,0,0,0,0,Mid (2-3),50-70k
BDJ-1159,Data Analyst - Power BI,BRAC Bank,Dhaka,40000.0,60000.0,Tk. 40000-60000,2,"Python, SQL, Statistics, Power BI",MSc,2026-08-06,bdjobs,50000.0,1,1,0,1,0,0,0,0,1,Mid (2-3),50-70k
BDJ-1160,Sales Data Analyst,Rokomari,Dhaka,35000.0,50000.0,Tk. 35000-50000,3,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-08-03,linkedin,42500.0,1,1,0,0,0,1,0,1,0,Mid (2-3),35-50k
BDJ-1161,Data Analyst,Chaldal,Dhaka,,,Negotiable,0,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-07,bdjobs,,1,1,1,0,0,0,0,0,0,Fresher (0-1),Negotiable
BDJ-1162,MIS Executive,Banglalink,Dhaka,18000.0,28000.0,Tk. 18000-28000,2,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-08-07,careerjet,23000.0,1,1,0,0,0,1,0,1,0,Mid (2-3),15-25k
BDJ-1163,BI Analyst,Banglalink,Dhaka,25000.0,45000.0,Tk. 25000-45000,1,"SQL, Python, Tableau, Excel",BSc in CSE/Stats,2026-08-19,careerjet,35000.0,1,0,1,1,1,0,0,0,0,Fresher (0-1),35-50k
BDJ-1164,Business Intelligence Analyst,Daraz,Chittagong,35000.0,45000.0,Tk. 35000-45000,5,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-08-05,bdjobs,40000.0,1,1,0,1,0,0,0,0,1,Senior (4+),35-50k
BDJ-1165,BI Analyst,Foodpanda,Dhaka,,,Negotiable,3,"Power BI, Microsoft Fabric, SQL, Dashboard",BBA/MBA,2026-08-17,bdjobs,,1,1,0,0,0,1,0,1,0,Mid (2-3),Negotiable
BDJ-1166,Junior Data Analyst,BRAC Bank,Dhaka,,,Negotiable,2,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-21,careerjet,,1,0,1,1,1,0,0,0,0,Mid (2-3),Negotiable
BDJ-1167,Business Intelligence Analyst,Daraz,Dhaka,,,Negotiable,1,"SQL, Power BI, Excel",MSc,2026-08-04,linkedin,,1,1,1,0,0,0,0,0,0,Fresher (0-1),Negotiable
BDJ-1168,MIS Executive,PalmPay,Sylhet,50000.0,60000.0,Tk. 50000-60000,5,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-09-09,linkedin,55000.0,1,0,1,0,0,0,1,1,0,Senior (4+),50-70k
BDJ-1169,Junior Data Analyst,Well Group,Dhaka,,,Negotiable,4,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-30,bdjobs,,1,0,1,1,1,0,0,0,0,Senior (4+),Negotiable
BDJ-1170,BI Analyst,Grameenphone,Dhaka,20000.0,30000.0,Tk. 20000-30000,5,"SQL, Python, Tableau, Excel",MSc,2026-08-11,careerjet,25000.0,1,0,1,1,1,0,0,0,0,Senior (4+),25-35k
BDJ-1171,Junior Data Analyst,BRAC Bank,Dhaka,40000.0,60000.0,Tk. 40000-60000,3,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-08-08,bdjobs,50000.0,1,1,0,1,0,0,0,0,1,Mid (2-3),50-70k
BDJ-1172,BI Analyst,Well Group,Dhaka,,,Negotiable,2,"Python, SQL, Statistics, Power BI",MSc,2026-09-15,bdjobs,,1,1,0,1,0,0,0,0,1,Mid (2-3),Negotiable
BDJ-1173,Junior Data Analyst,Pathao,Dhaka,,,Negotiable,5,"SQL, Python, Tableau, Excel",BSc in CSE/Stats,2026-09-15,bdjobs,,1,0,1,1,1,0,0,0,0,Senior (4+),Negotiable
BDJ-1174,Data Analyst,PalmPay,Dhaka,25000.0,40000.0,Tk. 25000-40000,3,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-04,bdjobs,32500.0,1,1,1,0,0,0,0,0,0,Mid (2-3),25-35k
BDJ-1175,Junior Data Analyst,Foodpanda,Chittagong,18000.0,38000.0,Tk. 18000-38000,3,"Excel, SQL, Dashboard, ETL",MSc,2026-08-15,linkedin,28000.0,1,0,1,0,0,0,1,1,0,Mid (2-3),25-35k
BDJ-1176,Growth Data Analyst,Daraz,Dhaka,20000.0,35000.0,Tk. 20000-35000,4,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-26,linkedin,27500.0,1,1,1,0,0,0,0,0,0,Senior (4+),25-35k
BDJ-1177,Data Analyst - Power BI,BRAC Bank,Dhaka,18000.0,33000.0,Tk. 18000-33000,2,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-08-16,linkedin,25500.0,1,1,0,0,0,1,0,1,0,Mid (2-3),25-35k
BDJ-1178,Data Analyst,Chaldal,Dhaka,40000.0,55000.0,Tk. 40000-55000,2,"SQL, Excel, Power BI, Looker",BSc in CSE/Stats,2026-08-27,linkedin,47500.0,1,1,1,0,0,0,0,0,0,Mid (2-3),35-50k
BDJ-1179,Business Intelligence Analyst,Grameenphone,Dhaka,35000.0,45000.0,Tk. 35000-45000,3,"Python, SQL, Statistics, Power BI",BSc in CSE/Stats,2026-08-30,careerjet,40000.0,1,1,0,1,0,0,0,0,1,Mid (2-3),35-50k
BDJ-1180,Business Intelligence Analyst,Foodpanda,Remote,,,Negotiable,4,"SQL, Excel, Power BI, Looker",MSc,2026-08-26,careerjet,,1,1,1,0,0,0,0,0,0,Senior (4+),Negotiable
BDJ-1181,Sales Data Analyst,ACI,Remote,,,Negotiable,2,"Power BI, Microsoft Fabric, SQL, Dashboard",MSc,2026-08-06,careerjet,,1,1,0,0,0,1,0,1,0,Mid (2-3),Negotiable
BDJ-1182,MIS Executive,bKash,Dhaka,18000.0,33000.0,Tk. 18000-33000,1,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-12,bdjobs,25500.0,1,1,1,0,0,0,0,0,0,Fresher (0-1),25-35k
BDJ-1183,Sales Data Analyst,Well Group,Dhaka,20000.0,35000.0,Tk. 20000-35000,0,"SQL, Power BI, Excel",MSc,2026-08-04,careerjet,27500.0,1,1,1,0,0,0,0,0,0,Fresher (0-1),25-35k
BDJ-1184,MIS Executive,Banglalink,Dhaka,25000.0,40000.0,Tk. 25000-40000,2,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-30,bdjobs,32500.0,1,0,1,0,0,0,1,1,0,Mid (2-3),25-35k
BDJ-1185,BI Analyst,ACI,Chittagong,,,Negotiable,0,"Excel, SQL, Dashboard, ETL",MSc,2026-08-27,linkedin,,1,0,1,0,0,0,1,1,0,Fresher (0-1),Negotiable
BDJ-1186,Growth Data Analyst,Daraz,Dhaka,18000.0,38000.0,Tk. 18000-38000,2,"SQL, Power BI, Excel",BBA/MBA,2026-08-03,careerjet,28000.0,1,1,1,0,0,0,0,0,0,Mid (2-3),25-35k
BDJ-1187,BI Analyst,bKash,Dhaka,,,Negotiable,3,"Python, SQL, Statistics, Power BI",BSc in CSE/Stats,2026-08-07,careerjet,,1,1,0,1,0,0,0,0,1,Mid (2-3),Negotiable
BDJ-1188,Data Analyst - Power BI,ACI,Dhaka,,,Negotiable,2,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-08-26,careerjet,,1,1,0,1,0,0,0,0,1,Mid (2-3),Negotiable
BDJ-1189,Business Intelligence Analyst,Well Group,Dhaka,50000.0,60000.0,Tk. 50000-60000,4,"SQL, Excel, Power BI, Looker",MSc,2026-09-12,linkedin,55000.0,1,1,1,0,0,0,0,0,0,Senior (4+),50-70k
BDJ-1190,MIS Executive,Grameenphone,Dhaka,35000.0,45000.0,Tk. 35000-45000,5,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-05,bdjobs,40000.0,1,0,1,0,0,0,1,1,0,Senior (4+),35-50k
BDJ-1191,Sales Data Analyst,ACI,Remote,50000.0,65000.0,Tk. 50000-65000,5,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-31,bdjobs,57500.0,1,0,1,0,0,0,1,1,0,Senior (4+),50-70k
BDJ-1192,MIS Executive,Chaldal,Dhaka,25000.0,35000.0,Tk. 25000-35000,3,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-24,bdjobs,30000.0,1,1,1,0,0,0,0,0,0,Mid (2-3),25-35k
BDJ-1193,Sales Data Analyst,Grameenphone,Dhaka,,,Negotiable,4,"Power BI, Microsoft Fabric, SQL, Dashboard",BBA/MBA,2026-09-13,bdjobs,,1,1,0,0,0,1,0,1,0,Senior (4+),Negotiable
BDJ-1194,Data Analyst - Power BI,Chaldal,Dhaka,50000.0,65000.0,Tk. 50000-65000,0,"Excel, SQL, Dashboard, ETL",MSc,2026-08-26,bdjobs,57500.0,1,0,1,0,0,0,1,1,0,Fresher (0-1),50-70k
BDJ-1195,Sales Data Analyst,ACI,Dhaka,35000.0,45000.0,Tk. 35000-45000,3,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-09-15,bdjobs,40000.0,1,1,1,0,0,0,0,0,0,Mid (2-3),35-50k
BDJ-1196,Data Analyst,ACI,Dhaka,35000.0,50000.0,Tk. 35000-50000,2,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-13,linkedin,42500.0,1,0,1,0,0,0,1,1,0,Mid (2-3),35-50k
BDJ-1197,Data Analyst,BRAC Bank,Dhaka,40000.0,60000.0,Tk. 40000-60000,0,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-16,bdjobs,50000.0,1,1,1,0,0,0,0,0,0,Fresher (0-1),50-70k
BDJ-1198,MIS Executive,BRAC Bank,Dhaka,,,Negotiable,2,"SQL, Power BI, Excel",MSc,2026-08-28,linkedin,,1,1,1,0,0,0,0,0,0,Mid (2-3),Negotiable
BDJ-1199,Data Analyst - Power BI,Grameenphone,Remote,25000.0,35000.0,Tk. 25000-35000,1,"SQL, Python, Tableau, Excel",BSc in CSE/Stats,2026-08-27,careerjet,30000.0,1,0,1,1,1,0,0,0,0,Fresher (0-1),25-35k
BDJ-1200,MIS Executive,PalmPay,Dhaka,50000.0,60000.0,Tk. 50000-60000,1,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-12,bdjobs,55000.0,1,0,1,0,0,0,1,1,0,Fresher (0-1),50-70k
BDJ-1201,Sales Data Analyst,Foodpanda,Dhaka,,,Negotiable,3,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-09-15,careerjet,,1,0,1,0,0,0,1,1,0,Mid (2-3),Negotiable
BDJ-1202,Business Intelligence Analyst,Well Group,Dhaka,,,Negotiable,3,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-09-09,bdjobs,,1,1,0,1,0,0,0,0,1,Mid (2-3),Negotiable
BDJ-1203,Data Analyst,Foodpanda,Dhaka,20000.0,30000.0,Tk. 20000-30000,2,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-09-05,linkedin,25000.0,1,0,1,0,0,0,1,1,0,Mid (2-3),25-35k
BDJ-1204,Sales Data Analyst,BRAC Bank,Dhaka,25000.0,35000.0,Tk. 25000-35000,3,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-09-09,linkedin,30000.0,1,1,0,1,0,0,0,0,1,Mid (2-3),25-35k
BDJ-1205,Growth Data Analyst,bKash,Dhaka,,,Negotiable,4,"SQL, Python, Tableau, Excel",BSc in CSE/Stats,2026-08-02,linkedin,,1,0,1,1,1,0,0,0,0,Senior (4+),Negotiable
BDJ-1206,Growth Data Analyst,bKash,Dhaka,25000.0,40000.0,Tk. 25000-40000,1,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-24,linkedin,32500.0,1,1,1,0,0,0,0,0,0,Fresher (0-1),25-35k
BDJ-1207,Growth Data Analyst,bKash,Dhaka,20000.0,35000.0,Tk. 20000-35000,1,"SQL, Excel, Power BI, Looker",MSc,2026-08-17,bdjobs,27500.0,1,1,1,0,0,0,0,0,0,Fresher (0-1),25-35k
BDJ-1208,Data Analyst - Power BI,BRAC Bank,Dhaka,50000.0,60000.0,Tk. 50000-60000,4,"SQL, Power BI, Excel",MSc,2026-09-09,careerjet,55000.0,1,1,1,0,0,0,0,0,0,Senior (4+),50-70k
BDJ-1209,Growth Data Analyst,Well Group,Chittagong,35000.0,45000.0,Tk. 35000-45000,1,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-08-31,careerjet,40000.0,1,0,1,0,0,0,1,1,0,Fresher (0-1),35-50k
BDJ-1210,Business Intelligence Analyst,BRAC Bank,Sylhet,25000.0,45000.0,Tk. 25000-45000,0,"Python, SQL, Statistics, Power BI",MSc,2026-08-09,linkedin,35000.0,1,1,0,1,0,0,0,0,1,Fresher (0-1),35-50k
BDJ-1211,Sales Data Analyst,Chaldal,Dhaka,,,Negotiable,2,"SQL, Python, Tableau, Excel",BSc in CSE/Stats,2026-08-05,linkedin,,1,0,1,1,1,0,0,0,0,Mid (2-3),Negotiable
BDJ-1212,Growth Data Analyst,BRAC Bank,Dhaka,35000.0,45000.0,Tk. 35000-45000,1,"Python, SQL, Statistics, Power BI",MSc,2026-08-22,linkedin,40000.0,1,1,0,1,0,0,0,0,1,Fresher (0-1),35-50k
BDJ-1213,Junior Data Analyst,Banglalink,Dhaka,35000.0,45000.0,Tk. 35000-45000,1,"Python, SQL, Statistics, Power BI",MSc,2026-08-19,bdjobs,40000.0,1,1,0,1,0,0,0,0,1,Fresher (0-1),35-50k
BDJ-1214,Data Analyst - Power BI,Rokomari,Dhaka,,,Negotiable,5,"SQL, Python, Tableau, Excel",BBA/MBA,2026-09-12,linkedin,,1,0,1,1,1,0,0,0,0,Senior (4+),Negotiable
BDJ-1215,Business Intelligence Analyst,Well Group,Dhaka,,,Negotiable,1,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-11,careerjet,,1,1,1,0,0,0,0,0,0,Fresher (0-1),Negotiable
BDJ-1216,MIS Executive,Chaldal,Dhaka,40000.0,60000.0,Tk. 40000-60000,2,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-08,careerjet,50000.0,1,0,1,0,0,0,1,1,0,Mid (2-3),50-70k
BDJ-1217,BI Analyst,Daraz,Dhaka,18000.0,38000.0,Tk. 18000-38000,0,"Python, SQL, Statistics, Power BI",MSc,2026-09-01,linkedin,28000.0,1,1,0,1,0,0,0,0,1,Fresher (0-1),25-35k
BDJ-1218,Junior Data Analyst,BRAC Bank,Dhaka,,,Negotiable,5,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-21,careerjet,,1,0,1,0,0,0,1,1,0,Senior (4+),Negotiable
BDJ-1219,MIS Executive,Daraz,Dhaka,40000.0,55000.0,Tk. 40000-55000,2,"Excel, SQL, Dashboard, ETL",MSc,2026-08-26,linkedin,47500.0,1,0,1,0,0,0,1,1,0,Mid (2-3),35-50k
BDJ-1220,Growth Data Analyst,bKash,Dhaka,40000.0,50000.0,Tk. 40000-50000,2,"SQL, Python, Tableau, Excel",MSc,2026-08-27,linkedin,45000.0,1,0,1,1,1,0,0,0,0,Mid (2-3),35-50k
BDJ-1221,BI Analyst,Chaldal,Dhaka,,,Negotiable,3,"Power BI, Microsoft Fabric, SQL, Dashboard",MSc,2026-08-11,linkedin,,1,1,0,0,0,1,0,1,0,Mid (2-3),Negotiable
BDJ-1222,BI Analyst,Chaldal,Dhaka,40000.0,55000.0,Tk. 40000-55000,2,"Python, SQL, Statistics, Power BI",MSc,2026-08-03,linkedin,47500.0,1,1,0,1,0,0,0,0,1,Mid (2-3),35-50k
BDJ-1223,Data Analyst - Power BI,Pathao,Dhaka,,,Negotiable,2,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-27,linkedin,,1,1,1,0,0,0,0,0,0,Mid (2-3),Negotiable
BDJ-1224,Sales Data Analyst,BRAC Bank,Chittagong,35000.0,50000.0,Tk. 35000-50000,2,"Python, SQL, Statistics, Power BI",MSc,2026-08-28,bdjobs,42500.0,1,1,0,1,0,0,0,0,1,Mid (2-3),35-50k
BDJ-1225,Data Analyst,BRAC Bank,Dhaka,,,Negotiable,0,"SQL, Python, Tableau, Excel",MSc,2026-08-10,linkedin,,1,0,1,1,1,0,0,0,0,Fresher (0-1),Negotiable
