job_id,title,company,location,salary_min,salary_max,salary_raw,experience_years,skills_raw,education,posted_date,source
BDJ-1165,BI Analyst,Foodpanda,Dhaka,,,Negotiable,3,"Power BI, Microsoft Fabric, SQL, Dashboard",BBA/MBA,2026-08-17,bdjobs
BDJ-1166,Junior Data Analyst,BRAC Bank,Dhaka,,,Negotiable,2,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-21,careerjet
BDJ-1167,Business Intelligence Analyst,Daraz,Dhaka,,,Negotiable,1,"SQL, Power BI, Excel",MSc,2026-08-04,linkedin
BDJ-1168,MIS Executive,PalmPay,Sylhet,50000,60000,Tk. 50000-60000,5,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-09-09,linkedin
BDJ-1169,Junior Data Analyst,Well Group,Dhaka,,,Negotiable,4,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-30,bdjobs
BDJ-1170,BI Analyst,Grameenphone,Dhaka,20000,30000,Tk. 20000-30000,5,"SQL, Python, Tableau, Excel",MSc,2026-08-11,careerjet
BDJ-1171,Junior Data Analyst,BRAC Bank,Dhaka,40000,60000,Tk. 40000-60000,3,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-08-08,bdjobs
BDJ-1172,BI Analyst,Well Group,Dhaka,,,Negotiable,2,"Python, SQL, Statistics, Power BI",MSc,2026-09-15,bdjobs
BDJ-1173,Junior Data Analyst,Pathao,Dhaka,,,Negotiable,5,"SQL, Python, Tableau, Excel",BSc in CSE/Stats,2026-09-15,bdjobs
BDJ-1174,Data Analyst,PalmPay,Dhaka,25000,40000,Tk. 25000-40000,3,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-04,bdjobs
BDJ-1175,Junior Data Analyst,Foodpanda,Chittagong,18000,38000,Tk. 18000-38000,3,"Excel, SQL, Dashboard, ETL",MSc,2026-08-15,linkedin
BDJ-1176,Growth Data Analyst,Daraz,Dhaka,20000,35000,Tk. 20000-35000,4,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-26,linkedin
BDJ-1177,Data Analyst - Power BI,BRAC Bank,Dhaka,18000,33000,Tk. 18000-33000,2,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-08-16,linkedin
BDJ-1178,Data Analyst,Chaldal,Dhaka,40000,55000,Tk. 40000-55000,2,"SQL, Excel, Power BI, Looker",BSc in CSE/Stats,2026-08-27,linkedin
BDJ-1179,Business Intelligence Analyst,Grameenphone,Dhaka,35000,45000,Tk. 35000-45000,3,"Python, SQL, Statistics, Power BI",BSc in CSE/Stats,2026-08-30,careerjet
BDJ-1180,Business Intelligence Analyst,Foodpanda,Remote,,,Negotiable,4,"SQL, Excel, Power BI, Looker",MSc,2026-08-26,careerjet
BDJ-1181,Sales Data Analyst,ACI,Remote,,,Negotiable,2,"Power BI, Microsoft Fabric, SQL, Dashboard",MSc,2026-08-06,careerjet
BDJ-1182,MIS Executive,bKash,Dhaka,18000,33000,Tk. 18000-33000,1,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-12,bdjobs
BDJ-1183,Sales Data Analyst,Well Group,Dhaka,20000,35000,Tk. 20000-35000,0,"SQL, Power BI, Excel",MSc,2026-08-04,careerjet
BDJ-1184,MIS Executive,Banglalink,Dhaka,25000,40000,Tk. 25000-40000,2,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-30,bdjobs
BDJ-1185,BI Analyst,ACI,Chittagong,,,Negotiable,0,"Excel, SQL, Dashboard, ETL",MSc,2026-08-27,linkedin
BDJ-1186,Growth Data Analyst,Daraz,Dhaka,18000,38000,Tk. 18000-38000,2,"SQL, Power BI, Excel",BBA/MBA,2026-08-03,careerjet
BDJ-1187,BI Analyst,bKash,Dhaka,,,Negotiable,3,"Python, SQL, Statistics, Power BI",BSc in CSE/Stats,2026-08-07,careerjet
BDJ-1188,Data Analyst - Power BI,ACI,Dhaka,,,Negotiable,2,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-08-26,careerjet
BDJ-1189,Business Intelligence Analyst,Well Group,Dhaka,50000,60000,Tk. 50000-60000,4,"SQL, Excel, Power BI, Looker",MSc,2026-09-12,linkedin
BDJ-1190,MIS Executive,Grameenphone,Dhaka,35000,45000,Tk. 35000-45000,5,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-05,bdjobs
BDJ-1191,Sales Data Analyst,ACI,Remote,50000,65000,Tk. 50000-65000,5,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-31,bdjobs
BDJ-1192,MIS Executive,Chaldal,Dhaka,25000,35000,Tk. 25000-35000,3,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-24,bdjobs
BDJ-1193,Sales Data Analyst,Grameenphone,Dhaka,,,Negotiable,4,"Power BI, Microsoft Fabric, SQL, Dashboard",BBA/MBA,2026-09-13,bdjobs
BDJ-1194,Data Analyst - Power BI,Chaldal,Dhaka,50000,65000,Tk. 50000-65000,0,"Excel, SQL, Dashboard, ETL",MSc,2026-08-26,bdjobs
BDJ-1195,Sales Data Analyst,ACI,Dhaka,35000,45000,Tk. 35000-45000,3,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-09-15,bdjobs
BDJ-1196,Data Analyst,ACI,Dhaka,35000,50000,Tk. 35000-50000,2,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-13,linkedin
BDJ-1197,Data Analyst,BRAC Bank,Dhaka,40000,60000,Tk. 40000-60000,0,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-16,bdjobs
BDJ-1198,MIS Executive,BRAC Bank,Dhaka,,,Negotiable,2,"SQL, Power BI, Excel",MSc,2026-08-28,linkedin
BDJ-1199,Data Analyst - Power BI,Grameenphone,Remote,25000,35000,Tk. 25000-35000,1,"SQL, Python, Tableau, Excel",BSc in CSE/Stats,2026-08-27,careerjet
BDJ-1200,MIS Executive,PalmPay,Dhaka,50000,60000,Tk. 50000-60000,1,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-12,bdjobs
BDJ-1201,Sales Data Analyst,Foodpanda,Dhaka,,,Negotiable,3,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-09-15,careerjet
BDJ-1202,Business Intelligence Analyst,Well Group,Dhaka,,,Negotiable,3,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-09-09,bdjobs
BDJ-1203,Data Analyst,Foodpanda,Dhaka,20000,30000,Tk. 20000-30000,2,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-09-05,linkedin
BDJ-1204,Sales Data Analyst,BRAC Bank,Dhaka,25000,35000,Tk. 25000-35000,3,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-09-09,linkedin
BDJ-1205,Growth Data Analyst,bKash,Dhaka,,,Negotiable,4,"SQL, Python, Tableau, Excel",BSc in CSE/Stats,2026-08-02,linkedin
BDJ-1206,Growth Data Analyst,bKash,Dhaka,25000,40000,Tk. 25000-40000,1,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-24,linkedin
BDJ-1207,Growth Data Analyst,bKash,Dhaka,20000,35000,Tk. 20000-35000,1,"SQL, Excel, Power BI, Looker",MSc,2026-08-17,bdjobs
BDJ-1208,Data Analyst - Power BI,BRAC Bank,Dhaka,50000,60000,Tk. 50000-60000,4,"SQL, Power BI, Excel",MSc,2026-09-09,careerjet
BDJ-1209,Growth Data Analyst,Well Group,Chittagong,35000,45000,Tk. 35000-45000,1,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-08-31,careerjet
BDJ-1210,Business Intelligence Analyst,BRAC Bank,Sylhet,25000,45000,Tk. 25000-45000,0,"Python, SQL, Statistics, Power BI",MSc,2026-08-09,linkedin
BDJ-1211,Sales Data Analyst,Chaldal,Dhaka,,,Negotiable,2,"SQL, Python, Tableau, Excel",BSc in CSE/Stats,2026-08-05,linkedin
BDJ-1212,Growth Data Analyst,BRAC Bank,Dhaka,35000,45000,Tk. 35000-45000,1,"Python, SQL, Statistics, Power BI",MSc,2026-08-22,linkedin
BDJ-1213,Junior Data Analyst,Banglalink,Dhaka,35000,45000,Tk. 35000-45000,1,"Python, SQL, Statistics, Power BI",MSc,2026-08-19,bdjobs
BDJ-1214,Data Analyst - Power BI,Rokomari,Dhaka,,,Negotiable,5,"SQL, Python, Tableau, Excel",BBA/MBA,2026-09-12,linkedin
BDJ-1215,Business Intelligence Analyst,Well Group,Dhaka,,,Negotiable,1,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-11,careerjet
BDJ-1216,MIS Executive,Chaldal,Dhaka,40000,60000,Tk. 40000-60000,2,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-08,careerjet
BDJ-1217,BI Analyst,Daraz,Dhaka,18000,38000,Tk. 18000-38000,0,"Python, SQL, Statistics, Power BI",MSc,2026-09-01,linkedin
BDJ-1218,Junior Data Analyst,BRAC Bank,Dhaka,,,Negotiable,5,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-21,careerjet
BDJ-1219,MIS Executive,Daraz,Dhaka,40000,55000,Tk. 40000-55000,2,"Excel, SQL, Dashboard, ETL",MSc,2026-08-26,linkedin
BDJ-1220,Growth Data Analyst,bKash,Dhaka,40000,50000,Tk. 40000-50000,2,"SQL, Python, Tableau, Excel",MSc,2026-08-27,linkedin
BDJ-1221,BI Analyst,Chaldal,Dhaka,,,Negotiable,3,"Power BI, Microsoft Fabric, SQL, Dashboard",MSc,2026-08-11,linkedin
BDJ-1222,BI Analyst,Chaldal,Dhaka,40000,55000,Tk. 40000-55000,2,"Python, SQL, Statistics, Power BI",MSc,2026-08-03,linkedin
BDJ-1223,Data Analyst - Power BI,Pathao,Dhaka,,,Negotiable,2,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-27,linkedin
BDJ-1224,Sales Data Analyst,BRAC Bank,Chittagong,35000,50000,Tk. 35000-50000,2,"Python, SQL, Statistics, Power BI",MSc,2026-08-28,bdjobs
BDJ-1225,Data Analyst,BRAC Bank,Dhaka,,,Negotiable,0,"SQL, Python, Tableau, Excel",MSc,2026-08-10,linkedin
BDJ-1226,Data Analyst - Power BI,Rokomari,Dhaka,20000,35000,Tk. 20000-35000,3,"Power BI, Microsoft Fabric, SQL, Dashboard",MSc,2026-09-14,bdjobs
BDJ-1227,Data Analyst,Well Group,Dhaka,40000,55000,Tk. 40000-55000,2,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-20,linkedin
BDJ-1228,BI Analyst,ACI,Sylhet,,,Negotiable,3,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-31,bdjobs
BDJ-1229,Data Analyst,Grameenphone,Dhaka,,,Negotiable,2,"SQL, Python, Tableau, Excel",MSc,2026-09-05,linkedin
BDJ-1230,Sales Data Analyst,ACI,Dhaka,40000,50000,Tk. 40000-50000,4,"SQL, Python, Tableau, Excel",BSc in CSE/Stats,2026-09-14,linkedin
BDJ-1231,MIS Executive,BRAC Bank,Chittagong,,,Negotiable,3,"Power BI, Microsoft Fabric, SQL, Dashboard",MSc,2026-08-29,careerjet
BDJ-1232,BI Analyst,Daraz,Chittagong,50000,60000,Tk. 50000-60000,1,"SQL, Excel, Power BI, Looker",MSc,2026-08-23,bdjobs
BDJ-1233,Growth Data Analyst,PalmPay,Dhaka,40000,50000,Tk. 40000-50000,5,"SQL, Python, Tableau, Excel",BBA/MBA,2026-09-05,bdjobs
BDJ-1234,Sales Data Analyst,Foodpanda,Chittagong,25000,40000,Tk. 25000-40000,1,"Excel, SQL, Dashboard, ETL",MSc,2026-08-21,careerjet
BDJ-1235,MIS Executive,Well Group,Sylhet,50000,60000,Tk. 50000-60000,4,"Python, SQL, Statistics, Power BI",MSc,2026-09-10,bdjobs
BDJ-1236,Junior Data Analyst,bKash,Dhaka,25000,45000,Tk. 25000-45000,3,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-09-15,linkedin
BDJ-1237,Sales Data Analyst,BRAC Bank,Dhaka,50000,65000,Tk. 50000-65000,5,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-09-04,bdjobs
BDJ-1238,BI Analyst,PalmPay,Dhaka,25000,40000,Tk. 25000-40000,5,"Power BI, Microsoft Fabric, SQL, Dashboard",MSc,2026-08-12,bdjobs
BDJ-1239,Sales Data Analyst,Banglalink,Remote,35000,45000,Tk. 35000-45000,3,"SQL, Excel, Power BI, Looker",MSc,2026-08-05,linkedin
BDJ-1240,Data Analyst - Power BI,Grameenphone,Dhaka,,,Negotiable,2,"SQL, Python, Tableau, Excel",BSc in CSE/Stats,2026-08-31,bdjobs
BDJ-1241,MIS Executive,Pathao,Chittagong,35000,50000,Tk. 35000-50000,2,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-08-15,careerjet
BDJ-1242,Business Intelligence Analyst,PalmPay,Dhaka,18000,28000,Tk. 18000-28000,4,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-08-03,linkedin
BDJ-1243,Data Analyst,BRAC Bank,Dhaka,,,Negotiable,3,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-09-09,linkedin
BDJ-1244,MIS Executive,Rokomari,Dhaka,,,Negotiable,2,"Excel, SQL, Dashboard, ETL",MSc,2026-08-26,bdjobs
BDJ-1245,MIS Executive,Daraz,Dhaka,25000,40000,Tk. 25000-40000,4,"SQL, Excel, Power BI, Looker",BSc in CSE/Stats,2026-08-07,bdjobs
BDJ-1246,BI Analyst,Chaldal,Dhaka,20000,30000,Tk. 20000-30000,2,"Python, SQL, Statistics, Power BI",MSc,2026-08-29,careerjet
BDJ-1247,Data Analyst,ACI,Dhaka,40000,60000,Tk. 40000-60000,2,"SQL, Python, Tableau, Excel",MSc,2026-08-31,bdjobs
BDJ-1248,Junior Data Analyst,Foodpanda,Chittagong,20000,35000,Tk. 20000-35000,5,"SQL, Python, Tableau, Excel",MSc,2026-09-02,careerjet
BDJ-1249,Data Analyst - Power BI,ACI,Dhaka,18000,38000,Tk. 18000-38000,1,"SQL, Excel, Power BI, Looker",BSc in CSE/Stats,2026-09-09,careerjet
BDJ-1250,Junior Data Analyst,Foodpanda,Chittagong,20000,40000,Tk. 20000-40000,5,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-05,bdjobs
BDJ-1251,Growth Data Analyst,Well Group,Dhaka,35000,55000,Tk. 35000-55000,1,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-08-13,bdjobs
BDJ-1252,Growth Data Analyst,Pathao,Dhaka,,,Negotiable,5,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-15,bdjobs
BDJ-1253,MIS Executive,Banglalink,Chittagong,40000,50000,Tk. 40000-50000,3,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-30,bdjobs
BDJ-1254,Business Intelligence Analyst,Daraz,Dhaka,18000,33000,Tk. 18000-33000,2,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-09-03,bdjobs
BDJ-1255,Data Analyst,Foodpanda,Dhaka,,,Negotiable,1,"SQL, Excel, Power BI, Looker",BSc in CSE/Stats,2026-09-09,linkedin
BDJ-1256,Data Analyst,bKash,Dhaka,20000,35000,Tk. 20000-35000,1,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-20,bdjobs
BDJ-1257,MIS Executive,BRAC Bank,Dhaka,,,Negotiable,2,"SQL, Power BI, Excel",MSc,2026-09-03,bdjobs
BDJ-1258,Sales Data Analyst,Banglalink,Dhaka,50000,60000,Tk. 50000-60000,2,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-26,careerjet
BDJ-1259,Junior Data Analyst,ACI,Dhaka,,,Negotiable,1,"Power BI, Microsoft Fabric, SQL, Dashboard",BBA/MBA,2026-08-13,bdjobs
BDJ-1260,Data Analyst,Rokomari,Dhaka,,,Negotiable,2,"SQL, Power BI, Excel",MSc,2026-09-04,bdjobs
BDJ-1261,Data Analyst,BRAC Bank,Dhaka,40000,60000,Tk. 40000-60000,2,"SQL, Python, Tableau, Excel",MSc,2026-08-23,linkedin
BDJ-1262,MIS Executive,Pathao,Chittagong,25000,35000,Tk. 25000-35000,3,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-15,careerjet
BDJ-1263,MIS Executive,ACI,Dhaka,20000,30000,Tk. 20000-30000,1,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-27,bdjobs
BDJ-1264,Junior Data Analyst,Banglalink,Dhaka,25000,40000,Tk. 25000-40000,3,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-26,bdjobs
BDJ-1265,MIS Executive,Grameenphone,Dhaka,35000,45000,Tk. 35000-45000,0,"SQL, Power BI, Excel",BBA/MBA,2026-08-17,careerjet
BDJ-1266,Junior Data Analyst,Daraz,Remote,25000,45000,Tk. 25000-45000,1,"SQL, Excel, Power BI, Looker",MSc,2026-09-02,linkedin
BDJ-1267,Data Analyst - Power BI,BRAC Bank,Dhaka,18000,28000,Tk. 18000-28000,0,"Python, SQL, Statistics, Power BI",MSc,2026-08-05,careerjet
BDJ-1268,Data Analyst,Foodpanda,Dhaka,25000,45000,Tk. 25000-45000,3,"Power BI, Microsoft Fabric, SQL, Dashboard",MSc,2026-08-17,linkedin
BDJ-1269,Sales Data Analyst,ACI,Dhaka,35000,45000,Tk. 35000-45000,5,"Python, SQL, Statistics, Power BI",MSc,2026-08-15,careerjet
BDJ-1270,Business Intelligence Analyst,Chaldal,Dhaka,40000,55000,Tk. 40000-55000,4,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-09-06,careerjet
BDJ-1271,MIS Executive,Pathao,Dhaka,18000,38000,Tk. 18000-38000,0,"Power BI, Microsoft Fabric, SQL, Dashboard",MSc,2026-08-31,linkedin
BDJ-1272,BI Analyst,bKash,Dhaka,25000,40000,Tk. 25000-40000,2,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-18,linkedin
BDJ-1273,Business Intelligence Analyst,Banglalink,Dhaka,,,Negotiable,2,"SQL, Power BI, Excel",BBA/MBA,2026-08-31,careerjet
BDJ-1274,BI Analyst,Banglalink,Dhaka,,,Negotiable,1,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-09-11,careerjet
BDJ-1275,Data Analyst,Chaldal,Chittagong,20000,30000,Tk. 20000-30000,5,"SQL, Python, Tableau, Excel",MSc,2026-08-18,bdjobs
BDJ-1276,BI Analyst,bKash,Dhaka,25000,40000,Tk. 25000-40000,2,"Power BI, Microsoft Fabric, SQL, Dashboard",MSc,2026-09-15,linkedin
BDJ-1277,Junior Data Analyst,Pathao,Dhaka,50000,70000,Tk. 50000-70000,3,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-08-18,careerjet
BDJ-1278,Data Analyst - Power BI,BRAC Bank,Dhaka,50000,65000,Tk. 50000-65000,4,"SQL, Power BI, Excel",MSc,2026-08-07,linkedin
BDJ-1279,Growth Data Analyst,BRAC Bank,Dhaka,40000,55000,Tk. 40000-55000,0,"SQL, Excel, Power BI, Looker",MSc,2026-08-31,careerjet
BDJ-1280,BI Analyst,Well Group,Dhaka,18000,38000,Tk. 18000-38000,2,"SQL, Python, Tableau, Excel",BSc in CSE/Stats,2026-08-07,careerjet
BDJ-1281,Data Analyst - Power BI,Pathao,Dhaka,35000,50000,Tk. 35000-50000,5,"Excel, SQL, Dashboard, ETL",MSc,2026-08-13,bdjobs
BDJ-1282,BI Analyst,Banglalink,Dhaka,25000,35000,Tk. 25000-35000,2,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-19,careerjet
BDJ-1283,MIS Executive,Foodpanda,Remote,,,Negotiable,2,"Power BI, Microsoft Fabric, SQL, Dashboard",BBA/MBA,2026-09-02,linkedin
BDJ-1284,BI Analyst,bKash,Dhaka,35000,55000,Tk. 35000-55000,3,"Power BI, Microsoft Fabric, SQL, Dashboard",MSc,2026-09-15,bdjobs
BDJ-1285,Junior Data Analyst,bKash,Dhaka,35000,45000,Tk. 35000-45000,5,"SQL, Excel, Power BI, Looker",BSc in CSE/Stats,2026-08-07,bdjobs
BDJ-1286,MIS Executive,PalmPay,Dhaka,20000,40000,Tk. 20000-40000,4,"SQL, Python, Tableau, Excel",MSc,2026-08-13,careerjet
BDJ-1287,Growth Data Analyst,Grameenphone,Remote,,,Negotiable,0,"Python, SQL, Statistics, Power BI",BSc in CSE/Stats,2026-09-10,linkedin
BDJ-1288,Data Analyst,ACI,Dhaka,,,Negotiable,0,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-08-21,bdjobs
BDJ-1289,BI Analyst,Rokomari,Dhaka,50000,65000,Tk. 50000-65000,4,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-15,careerjet
BDJ-1290,Data Analyst - Power BI,Well Group,Dhaka,,,Negotiable,3,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-08-07,bdjobs
BDJ-1291,MIS Executive,Chaldal,Dhaka,,,Negotiable,1,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-12,careerjet
BDJ-1292,BI Analyst,bKash,Dhaka,25000,40000,Tk. 25000-40000,0,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-09,bdjobs
BDJ-1293,Junior Data Analyst,Well Group,Dhaka,,,Negotiable,0,"SQL, Power BI, Excel",BBA/MBA,2026-08-22,linkedin
BDJ-1294,BI Analyst,ACI,Dhaka,40000,55000,Tk. 40000-55000,1,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-09-04,bdjobs
BDJ-1295,Sales Data Analyst,bKash,Dhaka,,,Negotiable,4,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-09-15,linkedin
BDJ-1296,Junior Data Analyst,Daraz,Dhaka,18000,38000,Tk. 18000-38000,2,"SQL, Power BI, Excel",BBA/MBA,2026-08-25,linkedin
BDJ-1297,Data Analyst,Foodpanda,Dhaka,18000,28000,Tk. 18000-28000,3,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-08,linkedin
BDJ-1298,BI Analyst,Banglalink,Dhaka,50000,65000,Tk. 50000-65000,1,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-08-31,careerjet
BDJ-1299,BI Analyst,Pathao,Dhaka,,,Negotiable,4,"SQL, Python, Tableau, Excel",BBA/MBA,2026-09-06,bdjobs
BDJ-1300,BI Analyst,Well Group,Dhaka,40000,60000,Tk. 40000-60000,2,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-09-15,linkedin
BDJ-1301,Data Analyst,bKash,Dhaka,50000,65000,Tk. 50000-65000,0,"SQL, Excel, Power BI, Looker",BSc in CSE/Stats,2026-08-03,bdjobs
BDJ-1302,Business Intelligence Analyst,PalmPay,Dhaka,35000,55000,Tk. 35000-55000,3,"SQL, Excel, Power BI, Looker",BSc in CSE/Stats,2026-09-15,bdjobs
BDJ-1303,Data Analyst,Daraz,Remote,,,Negotiable,3,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-08-24,linkedin
BDJ-1304,Data Analyst - Power BI,Foodpanda,Dhaka,35000,45000,Tk. 35000-45000,1,"SQL, Python, Tableau, Excel",BBA/MBA,2026-09-10,linkedin
BDJ-1305,Junior Data Analyst,Foodpanda,Dhaka,,,Negotiable,3,"Excel, SQL, Dashboard, ETL",MSc,2026-08-04,linkedin
BDJ-1306,MIS Executive,BRAC Bank,Dhaka,,,Negotiable,4,"SQL, Excel, Power BI, Looker",MSc,2026-09-03,careerjet
BDJ-1307,Sales Data Analyst,Daraz,Dhaka,25000,35000,Tk. 25000-35000,3,"Python, SQL, Statistics, Power BI",BSc in CSE/Stats,2026-08-04,careerjet
BDJ-1308,Data Analyst - Power BI,Foodpanda,Dhaka,,,Negotiable,5,"Python, SQL, Statistics, Power BI",MSc,2026-09-12,linkedin
BDJ-1309,Business Intelligence Analyst,Banglalink,Dhaka,,,Negotiable,2,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-03,bdjobs
BDJ-1310,Data Analyst,Foodpanda,Dhaka,25000,40000,Tk. 25000-40000,2,"Excel, SQL, Dashboard, ETL",MSc,2026-08-29,bdjobs
BDJ-1311,Junior Data Analyst,Well Group,Dhaka,,,Negotiable,2,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-17,careerjet
BDJ-1312,BI Analyst,Foodpanda,Dhaka,25000,35000,Tk. 25000-35000,3,"SQL, Power BI, Excel",MSc,2026-09-11,bdjobs
BDJ-1313,Growth Data Analyst,Daraz,Dhaka,18000,38000,Tk. 18000-38000,1,"SQL, Excel, Power BI, Looker",MSc,2026-09-02,careerjet
BDJ-1314,MIS Executive,PalmPay,Dhaka,35000,55000,Tk. 35000-55000,2,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-09-09,careerjet
BDJ-1315,Data Analyst - Power BI,Foodpanda,Dhaka,50000,65000,Tk. 50000-65000,1,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-08-06,careerjet
BDJ-1316,MIS Executive,Banglalink,Dhaka,,,Negotiable,3,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-08-17,bdjobs
BDJ-1317,Sales Data Analyst,Foodpanda,Dhaka,20000,30000,Tk. 20000-30000,3,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-08-06,linkedin
BDJ-1318,Junior Data Analyst,Well Group,Dhaka,,,Negotiable,5,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-08-24,careerjet
BDJ-1319,Business Intelligence Analyst,Foodpanda,Dhaka,20000,30000,Tk. 20000-30000,5,"SQL, Excel, Power BI, Looker",MSc,2026-08-08,careerjet
BDJ-1320,Junior Data Analyst,ACI,Dhaka,40000,55000,Tk. 40000-55000,4,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-30,bdjobs
BDJ-1321,MIS Executive,Well Group,Dhaka,,,Negotiable,0,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-09-11,bdjobs
BDJ-1322,BI Analyst,bKash,Chittagong,,,Negotiable,1,"SQL, Power BI, Excel",BBA/MBA,2026-08-24,careerjet
BDJ-1323,Data Analyst,Well Group,Dhaka,18000,33000,Tk. 18000-33000,2,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-08-29,careerjet
BDJ-1324,Business Intelligence Analyst,PalmPay,Chittagong,50000,60000,Tk. 50000-60000,5,"Excel, SQL, Dashboard, ETL",MSc,2026-08-29,bdjobs
BDJ-1325,Business Intelligence Analyst,Grameenphone,Dhaka,,,Negotiable,1,"Python, SQL, Statistics, Power BI",BSc in CSE/Stats,2026-08-27,careerjet
BDJ-1326,Junior Data Analyst,Rokomari,Dhaka,,,Negotiable,4,"SQL, Power BI, Excel",MSc,2026-09-04,bdjobs
BDJ-1327,Data Analyst,Daraz,Dhaka,,,Negotiable,3,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-15,linkedin
BDJ-1328,Data Analyst - Power BI,Grameenphone,Dhaka,,,Negotiable,2,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-08-19,bdjobs
BDJ-1329,Business Intelligence Analyst,ACI,Chittagong,,,Negotiable,3,"SQL, Power BI, Excel",MSc,2026-09-11,bdjobs
BDJ-1330,Sales Data Analyst,Pathao,Dhaka,35000,50000,Tk. 35000-50000,3,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-08-30,bdjobs
BDJ-1331,Junior Data Analyst,Daraz,Dhaka,,,Negotiable,2,"Excel, SQL, Dashboard, ETL",MSc,2026-09-13,linkedin
BDJ-1332,Sales Data Analyst,Pathao,Dhaka,,,Negotiable,2,"SQL, Power BI, Excel",BBA/MBA,2026-09-13,linkedin
